split,category,filename,width,height
grid,test,grid\test\glue\003.jpg,640,640
grid,test,grid\test\glue\004.jpg,640,640
grid,test,grid\test\glue\005.jpg,640,640
grid,test,grid\test\glue\006.jpg,640,640
grid,test,grid\test\glue\007.jpg,640,640
grid,test,grid\test\glue\008.jpg,640,640
grid,test,grid\test\glue\009.jpg,640,640
grid,test,grid\test\glue\010.jpg,640,640
grid,test,grid\test\good\000.jpg,640,640
grid,test,grid\test\good\001.jpg,640,640
grid,test,grid\test\good\002.jpg,640,640
grid,test,grid\test\good\003.jpg,640,640
grid,test,grid\test\good\004.jpg,640,640
grid,test,grid\test\good\005.jpg,640,640
grid,test,grid\test\good\006.jpg,640,640
grid,test,grid\test\good\007.jpg,640,640
grid,test,grid\test\good\008.jpg,640,640
grid,test,grid\test\good\009.jpg,640,640
grid,test,grid\test\good\010.jpg,640,640
grid,test,grid\test\good\011.jpg,640,640
grid,test,grid\test\good\012.jpg,640,640
grid,test,grid\test\good\013.jpg,640,640
grid,test,grid\test\good\014.jpg,640,640
grid,test,grid\test\good\015.jpg,640,640
grid,test,grid\test\good\016.jpg,640,640
grid,test,grid\test\good\017.jpg,640,640
grid,test,grid\test\good\018.jpg,640,640
grid,test,grid\test\good\019.jpg,640,640
grid,test,grid\test\good\020.jpg,640,640
grid,test,grid\test\metal_contamination\000.jpg,640,640
grid,test,grid\test\metal_contamination\001.jpg,640,640
grid,test,grid\test\metal_contamination\002.jpg,640,640
grid,test,grid\test\metal_contamination\003.jpg,640,640
grid,test,grid\test\metal_contamination\004.jpg,640,640
grid,test,grid\test\metal_contamination\005.jpg,640,640
grid,test,grid\test\metal_contamination\006.jpg,640,640
grid,test,grid\test\metal_contamination\007.jpg,640,640
grid,test,grid\test\metal_contamination\008.jpg,640,640
grid,test,grid\test\metal_contamination\009.jpg,640,640
grid,test,grid\test\metal_contamination\010.jpg,640,640
grid,test,grid\test\thread\000.jpg,640,640
grid,test,grid\test\thread\001.jpg,640,640
grid,test,grid\test\thread\002.jpg,640,640
grid,test,grid\test\thread\003.jpg,640,640
grid,test,grid\test\thread\004.jpg,640,640
grid,test,grid\test\thread\005.jpg,640,640
grid,test,grid\test\thread\006.jpg,640,640
grid,test,grid\test\thread\007.jpg,640,640
grid,test,grid\test\thread\008.jpg,640,640
grid,test,grid\test\thread\009.jpg,640,640
grid,test,grid\test\thread\010.jpg,640,640
grid,train,grid\train\good\000.jpg,640,640
grid,train,grid\train\good\001.jpg,640,640
grid,train,grid\train\good\002.jpg,640,640
grid,train,grid\train\good\003.jpg,640,640
grid,train,grid\train\good\004.jpg,640,640
grid,train,grid\train\good\005.jpg,640,640
grid,train,grid\train\good\006.jpg,640,640
grid,train,grid\train\good\007.jpg,640,640
grid,train,grid\train\good\008.jpg,640,640
grid,train,grid\train\good\009.jpg,640,640
grid,train,grid\train\good\010.jpg,640,640
grid,train,grid\train\good\011.jpg,640,640
grid,train,grid\train\good\012.jpg,640,640
grid,train,grid\train\good\013.jpg,640,640
grid,train,grid\train\good\014.jpg,640,640
grid,train,grid\train\good\015.jpg,640,640
grid,train,grid\train\good\016.jpg,640,640
grid,train,grid\train\good\017.jpg,640,640
grid,train,grid\train\good\018.jpg,640,640
grid,train,grid\train\good\019.jpg,640,640
grid,train,grid\train\good\020.jpg,640,640
grid,train,grid\train\good\021.jpg,640,640
grid,train,grid\train\good\022.jpg,640,640
grid,train,grid\train\good\023.jpg,640,640
grid,train,grid\train\good\024.jpg,640,640
grid,train,grid\train\good\025.jpg,640,640
grid,train,grid\train\good\026.jpg,640,640
grid,train,grid\train\good\027.jpg,640,640
grid,train,grid\train\good\028.jpg,640,640
grid,train,grid\train\good\029.jpg,640,640
grid,train,grid\train\good\030.jpg,640,640
grid,train,grid\train\good\031.jpg,640,640
grid,train,grid\train\good\032.jpg,640,640
grid,train,grid\train\good\033.jpg,640,640
grid,train,grid\train\good\034.jpg,640,640
grid,train,grid\train\good\035.jpg,640,640
grid,train,grid\train\good\036.jpg,640,640
grid,train,grid\train\good\037.jpg,640,640
grid,train,grid\train\good\038.jpg,640,640
grid,train,grid\train\good\039.jpg,640,640
grid,train,grid\train\good\040.jpg,640,640
grid,train,grid\train\good\041.jpg,640,640
grid,train,grid\train\good\042.jpg,640,640
grid,train,grid\train\good\043.jpg,640,640
grid,train,grid\train\good\044.jpg,640,640
grid,train,grid\train\good\045.jpg,640,640
grid,train,grid\train\good\046.jpg,640,640
grid,train,grid\train\good\047.jpg,640,640
grid,train,grid\train\good\048.jpg,640,640
grid,train,grid\train\good\049.jpg,640,640
grid,train,grid\train\good\050.jpg,640,640
grid,train,grid\train\good\051.jpg,640,640
grid,train,grid\train\good\052.jpg,640,640
grid,train,grid\train\good\053.jpg,640,640
grid,train,grid\train\good\054.jpg,640,640
grid,train,grid\train\good\055.jpg,640,640
grid,train,grid\train\good\056.jpg,640,640
grid,train,grid\train\good\057.jpg,640,640
grid,train,grid\train\good\058.jpg,640,640
grid,train,grid\train\good\059.jpg,640,640
grid,train,grid\train\good\060.jpg,640,640
grid,train,grid\train\good\061.jpg,640,640
grid,train,grid\train\good\062.jpg,640,640
grid,train,grid\train\good\063.jpg,640,640
grid,train,grid\train\good\064.jpg,640,640
grid,train,grid\train\good\065.jpg,640,640
grid,train,grid\train\good\066.jpg,640,640
grid,train,grid\train\good\067.jpg,640,640
grid,train,grid\train\good\068.jpg,640,640
grid,train,grid\train\good\069.jpg,640,640
grid,train,grid\train\good\070.jpg,640,640
grid,train,grid\train\good\071.jpg,640,640
grid,train,grid\train\good\072.jpg,640,640
grid,train,grid\train\good\073.jpg,640,640
grid,train,grid\train\good\074.jpg,640,640
grid,train,grid\train\good\075.jpg,640,640
grid,train,grid\train\good\076.jpg,640,640
grid,train,grid\train\good\077.jpg,640,640
grid,train,grid\train\good\078.jpg,640,640
grid,train,grid\train\good\079.jpg,640,640
grid,train,grid\train\good\080.jpg,640,640
grid,train,grid\train\good\081.jpg,640,640
grid,train,grid\train\good\082.jpg,640,640
grid,train,grid\train\good\083.jpg,640,640
grid,train,grid\train\good\084.jpg,640,640
grid,train,grid\train\good\085.jpg,640,640
grid,train,grid\train\good\086.jpg,640,640
grid,train,grid\train\good\087.jpg,640,640
grid,train,grid\train\good\088.jpg,640,640
grid,train,grid\train\good\089.jpg,640,640
grid,train,grid\train\good\090.jpg,640,640
grid,train,grid\train\good\091.jpg,640,640
grid,train,grid\train\good\092.jpg,640,640
grid,train,grid\train\good\093.jpg,640,640
grid,train,grid\train\good\094.jpg,640,640
grid,train,grid\train\good\095.jpg,640,640
grid,train,grid\train\good\096.jpg,640,640
grid,train,grid\train\good\097.jpg,640,640
grid,train,grid\train\good\098.jpg,640,640
grid,train,grid\train\good\099.jpg,640,640
grid,train,grid\train\good\100.jpg,640,640
grid,train,grid\train\good\101.jpg,640,640
grid,train,grid\train\good\102.jpg,640,640
grid,train,grid\train\good\103.jpg,640,640
grid,train,grid\train\good\104.jpg,640,640
grid,train,grid\train\good\105.jpg,640,640
grid,train,grid\train\good\106.jpg,640,640
grid,train,grid\train\good\107.jpg,640,640
grid,train,grid\train\good\108.jpg,640,640
grid,train,grid\train\good\109.jpg,640,640
grid,train,grid\train\good\110.jpg,640,640
grid,train,grid\train\good\111.jpg,640,640
grid,train,grid\train\good\112.jpg,640,640
grid,train,grid\train\good\113.jpg,640,640
grid,train,grid\train\good\114.jpg,640,640
grid,train,grid\train\good\115.jpg,640,640
grid,train,grid\train\good\116.jpg,640,640
grid,train,grid\train\good\117.jpg,640,640
grid,train,grid\train\good\118.jpg,640,640
grid,train,grid\train\good\119.jpg,640,640
grid,train,grid\train\good\120.jpg,640,640
grid,train,grid\train\good\121.jpg,640,640
grid,train,grid\train\good\122.jpg,640,640
grid,train,grid\train\good\123.jpg,640,640
grid,train,grid\train\good\124.jpg,640,640
grid,train,grid\train\good\125.jpg,640,640
grid,train,grid\train\good\126.jpg,640,640
grid,train,grid\train\good\127.jpg,640,640
grid,train,grid\train\good\128.jpg,640,640
grid,train,grid\train\good\129.jpg,640,640
grid,train,grid\train\good\130.jpg,640,640
grid,train,grid\train\good\131.jpg,640,640
grid,train,grid\train\good\132.jpg,640,640
grid,train,grid\train\good\133.jpg,640,640
grid,train,grid\train\good\134.jpg,640,640
grid,train,grid\train\good\135.jpg,640,640
grid,train,grid\train\good\136.jpg,640,640
grid,train,grid\train\good\137.jpg,640,640
grid,train,grid\train\good\138.jpg,640,640
grid,train,grid\train\good\139.jpg,640,640
grid,train,grid\train\good\140.jpg,640,640
grid,train,grid\train\good\141.jpg,640,640
grid,train,grid\train\good\142.jpg,640,640
grid,train,grid\train\good\143.jpg,640,640
grid,train,grid\train\good\144.jpg,640,640
grid,train,grid\train\good\145.jpg,640,640
grid,train,grid\train\good\146.jpg,640,640
grid,train,grid\train\good\147.jpg,640,640
grid,train,grid\train\good\148.jpg,640,640
grid,train,grid\train\good\149.jpg,640,640
grid,train,grid\train\good\150.jpg,640,640
grid,train,grid\train\good\151.jpg,640,640
grid,train,grid\train\good\152.jpg,640,640
grid,train,grid\train\good\153.jpg,640,640
grid,train,grid\train\good\154.jpg,640,640
grid,train,grid\train\good\155.jpg,640,640
grid,train,grid\train\good\156.jpg,640,640
grid,train,grid\train\good\157.jpg,640,640
grid,train,grid\train\good\158.jpg,640,640
grid,train,grid\train\good\159.jpg,640,640
grid,train,grid\train\good\160.jpg,640,640
grid,train,grid\train\good\161.jpg,640,640
grid,train,grid\train\good\162.jpg,640,640
grid,train,grid\train\good\163.jpg,640,640
grid,train,grid\train\good\164.jpg,640,640
grid,train,grid\train\good\165.jpg,640,640
grid,train,grid\train\good\166.jpg,640,640
grid,train,grid\train\good\167.jpg,640,640
grid,train,grid\train\good\168.jpg,640,640
grid,train,grid\train\good\169.jpg,640,640
grid,train,grid\train\good\170.jpg,640,640
grid,train,grid\train\good\171.jpg,640,640
grid,train,grid\train\good\172.jpg,640,640
grid,train,grid\train\good\173.jpg,640,640
grid,train,grid\train\good\174.jpg,640,640
grid,train,grid\train\good\175.jpg,640,640
grid,train,grid\train\good\176.jpg,640,640
grid,train,grid\train\good\177.jpg,640,640
grid,train,grid\train\good\178.jpg,640,640
grid,train,grid\train\good\179.jpg,640,640
grid,train,grid\train\good\180.jpg,640,640
grid,train,grid\train\good\181.jpg,640,640
grid,train,grid\train\good\182.jpg,640,640
grid,train,grid\train\good\183.jpg,640,640
grid,train,grid\train\good\184.jpg,640,640
grid,train,grid\train\good\185.jpg,640,640
grid,train,grid\train\good\186.jpg,640,640
grid,train,grid\train\good\187.jpg,640,640
grid,train,grid\train\good\188.jpg,640,640
grid,train,grid\train\good\189.jpg,640,640
grid,train,grid\train\good\190.jpg,640,640
grid,train,grid\train\good\191.jpg,640,640
grid,train,grid\train\good\192.jpg,640,640
grid,train,grid\train\good\193.jpg,640,640
grid,train,grid\train\good\194.jpg,640,640
grid,train,grid\train\good\195.jpg,640,640
grid,train,grid\train\good\196.jpg,640,640
grid,train,grid\train\good\197.jpg,640,640
grid,train,grid\train\good\198.jpg,640,640
grid,train,grid\train\good\199.jpg,640,640
grid,train,grid\train\good\200.jpg,640,640
grid,train,grid\train\good\201.jpg,640,640
grid,train,grid\train\good\202.jpg,640,640
grid,train,grid\train\good\203.jpg,640,640
grid,train,grid\train\good\204.jpg,640,640
grid,train,grid\train\good\205.jpg,640,640
grid,train,grid\train\good\206.jpg,640,640
grid,train,grid\train\good\207.jpg,640,640
grid,train,grid\train\good\208.jpg,640,640
grid,train,grid\train\good\209.jpg,640,640
grid,train,grid\train\good\210.jpg,640,640
grid,train,grid\train\good\211.jpg,640,640
grid,train,grid\train\good\212.jpg,640,640
grid,train,grid\train\good\213.jpg,640,640
grid,train,grid\train\good\214.jpg,640,640
grid,train,grid\train\good\215.jpg,640,640
grid,train,grid\train\good\216.jpg,640,640
grid,train,grid\train\good\217.jpg,640,640
grid,train,grid\train\good\218.jpg,640,640
grid,train,grid\train\good\219.jpg,640,640
grid,train,grid\train\good\220.jpg,640,640
grid,train,grid\train\good\221.jpg,640,640
grid,train,grid\train\good\222.jpg,640,640
grid,train,grid\train\good\223.jpg,640,640
grid,train,grid\train\good\224.jpg,640,640
grid,train,grid\train\good\225.jpg,640,640
grid,train,grid\train\good\226.jpg,640,640
grid,train,grid\train\good\227.jpg,640,640
grid,train,grid\train\good\228.jpg,640,640
grid,train,grid\train\good\229.jpg,640,640
grid,train,grid\train\good\230.jpg,640,640
grid,train,grid\train\good\231.jpg,640,640
grid,train,grid\train\good\232.jpg,640,640
grid,train,grid\train\good\233.jpg,640,640
grid,train,grid\train\good\234.jpg,640,640
grid,train,grid\train\good\235.jpg,640,640
grid,train,grid\train\good\236.jpg,640,640
grid,train,grid\train\good\237.jpg,640,640
grid,train,grid\train\good\238.jpg,640,640
grid,train,grid\train\good\239.jpg,640,640
grid,train,grid\train\good\240.jpg,640,640
grid,train,grid\train\good\241.jpg,640,640
grid,train,grid\train\good\242.jpg,640,640
grid,train,grid\train\good\243.jpg,640,640
grid,train,grid\train\good\244.jpg,640,640
grid,train,grid\train\good\245.jpg,640,640
grid,train,grid\train\good\246.jpg,640,640
grid,train,grid\train\good\247.jpg,640,640
grid,train,grid\train\good\248.jpg,640,640
grid,train,grid\train\good\249.jpg,640,640
grid,train,grid\train\good\250.jpg,640,640
grid,train,grid\train\good\251.jpg,640,640
grid,train,grid\train\good\252.jpg,640,640
grid,train,grid\train\good\253.jpg,640,640
grid,train,grid\train\good\254.jpg,640,640
grid,train,grid\train\good\255.jpg,640,640
grid,train,grid\train\good\256.jpg,640,640
grid,train,grid\train\good\257.jpg,640,640
grid,train,grid\train\good\258.jpg,640,640
grid,train,grid\train\good\259.jpg,640,640
grid,train,grid\train\good\260.jpg,640,640
grid,train,grid\train\good\261.jpg,640,640
grid,train,grid\train\good\262.jpg,640,640
grid,train,grid\train\good\263.jpg,640,640
hazelnut,test,hazelnut\test\crack\000.jpg,640,640
hazelnut,test,hazelnut\test\crack\001.jpg,640,640
hazelnut,test,hazelnut\test\crack\002.jpg,640,640
hazelnut,test,hazelnut\test\crack\003.jpg,640,640
hazelnut,test,hazelnut\test\crack\004.jpg,640,640
hazelnut,test,hazelnut\test\crack\005.jpg,640,640
hazelnut,test,hazelnut\test\crack\006.jpg,640,640
hazelnut,test,hazelnut\test\crack\007.jpg,640,640
hazelnut,test,hazelnut\test\crack\008.jpg,640,640
hazelnut,test,hazelnut\test\crack\009.jpg,640,640
hazelnut,test,hazelnut\test\crack\010.jpg,640,640
hazelnut,test,hazelnut\test\crack\011.jpg,640,640
hazelnut,test,hazelnut\test\crack\012.jpg,640,640
hazelnut,test,hazelnut\test\crack\013.jpg,640,640
hazelnut,test,hazelnut\test\crack\014.jpg,640,640
hazelnut,test,hazelnut\test\crack\015.jpg,640,640
hazelnut,test,hazelnut\test\crack\016.jpg,640,640
hazelnut,test,hazelnut\test\crack\017.jpg,640,640
hazelnut,test,hazelnut\test\cut\000.jpg,640,640
hazelnut,test,hazelnut\test\cut\001.jpg,640,640
hazelnut,test,hazelnut\test\cut\002.jpg,640,640
hazelnut,test,hazelnut\test\cut\003.jpg,640,640
hazelnut,test,hazelnut\test\cut\004.jpg,640,640
hazelnut,test,hazelnut\test\cut\005.jpg,640,640
hazelnut,test,hazelnut\test\cut\006.jpg,640,640
hazelnut,test,hazelnut\test\cut\007.jpg,640,640
hazelnut,test,hazelnut\test\cut\008.jpg,640,640
hazelnut,test,hazelnut\test\cut\009.jpg,640,640
hazelnut,test,hazelnut\test\cut\010.jpg,640,640
hazelnut,test,hazelnut\test\cut\011.jpg,640,640
hazelnut,test,hazelnut\test\cut\012.jpg,640,640
hazelnut,test,hazelnut\test\cut\013.jpg,640,640
hazelnut,test,hazelnut\test\cut\014.jpg,640,640
hazelnut,test,hazelnut\test\cut\015.jpg,640,640
hazelnut,test,hazelnut\test\cut\016.jpg,640,640
hazelnut,test,hazelnut\test\good\000.jpg,640,640
hazelnut,test,hazelnut\test\good\001.jpg,640,640
hazelnut,test,hazelnut\test\good\002.jpg,640,640
hazelnut,test,hazelnut\test\good\003.jpg,640,640
hazelnut,test,hazelnut\test\good\004.jpg,640,640
hazelnut,test,hazelnut\test\good\005.jpg,640,640
hazelnut,test,hazelnut\test\good\006.jpg,640,640
hazelnut,test,hazelnut\test\good\007.jpg,640,640
hazelnut,test,hazelnut\test\good\008.jpg,640,640
hazelnut,test,hazelnut\test\good\009.jpg,640,640
hazelnut,test,hazelnut\test\good\010.jpg,640,640
hazelnut,test,hazelnut\test\good\011.jpg,640,640
hazelnut,test,hazelnut\test\good\012.jpg,640,640
hazelnut,test,hazelnut\test\good\013.jpg,640,640
hazelnut,test,hazelnut\test\good\014.jpg,640,640
hazelnut,test,hazelnut\test\good\015.jpg,640,640
hazelnut,test,hazelnut\test\good\016.jpg,640,640
hazelnut,test,hazelnut\test\good\017.jpg,640,640
hazelnut,test,hazelnut\test\good\018.jpg,640,640
hazelnut,test,hazelnut\test\good\019.jpg,640,640
hazelnut,test,hazelnut\test\good\020.jpg,640,640
hazelnut,test,hazelnut\test\good\021.jpg,640,640
hazelnut,test,hazelnut\test\good\022.jpg,640,640
hazelnut,test,hazelnut\test\good\023.jpg,640,640
hazelnut,test,hazelnut\test\good\024.jpg,640,640
hazelnut,test,hazelnut\test\good\025.jpg,640,640
hazelnut,test,hazelnut\test\good\026.jpg,640,640
hazelnut,test,hazelnut\test\good\027.jpg,640,640
hazelnut,test,hazelnut\test\good\028.jpg,640,640
hazelnut,test,hazelnut\test\good\029.jpg,640,640
hazelnut,test,hazelnut\test\good\030.jpg,640,640
hazelnut,test,hazelnut\test\good\031.jpg,640,640
hazelnut,test,hazelnut\test\good\032.jpg,640,640
hazelnut,test,hazelnut\test\good\033.jpg,640,640
hazelnut,test,hazelnut\test\good\034.jpg,640,640
hazelnut,test,hazelnut\test\good\035.jpg,640,640
hazelnut,test,hazelnut\test\good\036.jpg,640,640
hazelnut,test,hazelnut\test\good\037.jpg,640,640
hazelnut,test,hazelnut\test\good\038.jpg,640,640
hazelnut,test,hazelnut\test\good\039.jpg,640,640
hazelnut,test,hazelnut\test\hole\000.jpg,640,640
hazelnut,test,hazelnut\test\hole\001.jpg,640,640
hazelnut,test,hazelnut\test\hole\002.jpg,640,640
hazelnut,test,hazelnut\test\hole\003.jpg,640,640
hazelnut,test,hazelnut\test\hole\004.jpg,640,640
hazelnut,test,hazelnut\test\hole\005.jpg,640,640
hazelnut,test,hazelnut\test\hole\006.jpg,640,640
hazelnut,test,hazelnut\test\hole\007.jpg,640,640
hazelnut,test,hazelnut\test\hole\008.jpg,640,640
hazelnut,test,hazelnut\test\hole\009.jpg,640,640
hazelnut,test,hazelnut\test\hole\010.jpg,640,640
hazelnut,test,hazelnut\test\hole\011.jpg,640,640
hazelnut,test,hazelnut\test\hole\012.jpg,640,640
hazelnut,test,hazelnut\test\hole\013.jpg,640,640
hazelnut,test,hazelnut\test\hole\014.jpg,640,640
hazelnut,test,hazelnut\test\hole\015.jpg,640,640
hazelnut,test,hazelnut\test\hole\016.jpg,640,640
hazelnut,test,hazelnut\test\hole\017.jpg,640,640
hazelnut,test,hazelnut\test\print\000.jpg,640,640
hazelnut,test,hazelnut\test\print\001.jpg,640,640
hazelnut,test,hazelnut\test\print\002.jpg,640,640
hazelnut,test,hazelnut\test\print\003.jpg,640,640
hazelnut,test,hazelnut\test\print\004.jpg,640,640
hazelnut,test,hazelnut\test\print\005.jpg,640,640
hazelnut,test,hazelnut\test\print\006.jpg,640,640
hazelnut,test,hazelnut\test\print\007.jpg,640,640
hazelnut,test,hazelnut\test\print\008.jpg,640,640
hazelnut,test,hazelnut\test\print\009.jpg,640,640
hazelnut,test,hazelnut\test\print\010.jpg,640,640
hazelnut,test,hazelnut\test\print\011.jpg,640,640
hazelnut,test,hazelnut\test\print\012.jpg,640,640
hazelnut,test,hazelnut\test\print\013.jpg,640,640
hazelnut,test,hazelnut\test\print\014.jpg,640,640
hazelnut,test,hazelnut\test\print\015.jpg,640,640
hazelnut,test,hazelnut\test\print\016.jpg,640,640
hazelnut,train,hazelnut\train\good\000.jpg,640,640
hazelnut,train,hazelnut\train\good\001.jpg,640,640
hazelnut,train,hazelnut\train\good\002.jpg,640,640
hazelnut,train,hazelnut\train\good\003.jpg,640,640
hazelnut,train,hazelnut\train\good\004.jpg,640,640
hazelnut,train,hazelnut\train\good\005.jpg,640,640
hazelnut,train,hazelnut\train\good\006.jpg,640,640
hazelnut,train,hazelnut\train\good\007.jpg,640,640
hazelnut,train,hazelnut\train\good\008.jpg,640,640
hazelnut,train,hazelnut\train\good\009.jpg,640,640
hazelnut,train,hazelnut\train\good\010.jpg,640,640
hazelnut,train,hazelnut\train\good\011.jpg,640,640
hazelnut,train,hazelnut\train\good\012.jpg,640,640
hazelnut,train,hazelnut\train\good\013.jpg,640,640
hazelnut,train,hazelnut\train\good\014.jpg,640,640
hazelnut,train,hazelnut\train\good\015.jpg,640,640
hazelnut,train,hazelnut\train\good\016.jpg,640,640
hazelnut,train,hazelnut\train\good\017.jpg,640,640
hazelnut,train,hazelnut\train\good\018.jpg,640,640
hazelnut,train,hazelnut\train\good\019.jpg,640,640
hazelnut,train,hazelnut\train\good\020.jpg,640,640
hazelnut,train,hazelnut\train\good\021.jpg,640,640
hazelnut,train,hazelnut\train\good\022.jpg,640,640
hazelnut,train,hazelnut\train\good\023.jpg,640,640
hazelnut,train,hazelnut\train\good\024.jpg,640,640
hazelnut,train,hazelnut\train\good\025.jpg,640,640
hazelnut,train,hazelnut\train\good\026.jpg,640,640
hazelnut,train,hazelnut\train\good\027.jpg,640,640
hazelnut,train,hazelnut\train\good\028.jpg,640,640
hazelnut,train,hazelnut\train\good\029.jpg,640,640
hazelnut,train,hazelnut\train\good\030.jpg,640,640
hazelnut,train,hazelnut\train\good\031.jpg,640,640
hazelnut,train,hazelnut\train\good\032.jpg,640,640
hazelnut,train,hazelnut\train\good\033.jpg,640,640
hazelnut,train,hazelnut\train\good\034.jpg,640,640
hazelnut,train,hazelnut\train\good\035.jpg,640,640
hazelnut,train,hazelnut\train\good\036.jpg,640,640
hazelnut,train,hazelnut\train\good\037.jpg,640,640
hazelnut,train,hazelnut\train\good\038.jpg,640,640
hazelnut,train,hazelnut\train\good\039.jpg,640,640
hazelnut,train,hazelnut\train\good\040.jpg,640,640
hazelnut,train,hazelnut\train\good\041.jpg,640,640
hazelnut,train,hazelnut\train\good\042.jpg,640,640
hazelnut,train,hazelnut\train\good\043.jpg,640,640
hazelnut,train,hazelnut\train\good\044.jpg,640,640
hazelnut,train,hazelnut\train\good\045.jpg,640,640
hazelnut,train,hazelnut\train\good\046.jpg,640,640
hazelnut,train,hazelnut\train\good\047.jpg,640,640
hazelnut,train,hazelnut\train\good\048.jpg,640,640
hazelnut,train,hazelnut\train\good\049.jpg,640,640
hazelnut,train,hazelnut\train\good\050.jpg,640,640
hazelnut,train,hazelnut\train\good\051.jpg,640,640
hazelnut,train,hazelnut\train\good\052.jpg,640,640
hazelnut,train,hazelnut\train\good\053.jpg,640,640
hazelnut,train,hazelnut\train\good\054.jpg,640,640
hazelnut,train,hazelnut\train\good\055.jpg,640,640
hazelnut,train,hazelnut\train\good\056.jpg,640,640
hazelnut,train,hazelnut\train\good\057.jpg,640,640
hazelnut,train,hazelnut\train\good\058.jpg,640,640
hazelnut,train,hazelnut\train\good\059.jpg,640,640
hazelnut,train,hazelnut\train\good\060.jpg,640,640
hazelnut,train,hazelnut\train\good\061.jpg,640,640
hazelnut,train,hazelnut\train\good\062.jpg,640,640
hazelnut,train,hazelnut\train\good\063.jpg,640,640
hazelnut,train,hazelnut\train\good\064.jpg,640,640
hazelnut,train,hazelnut\train\good\065.jpg,640,640
hazelnut,train,hazelnut\train\good\066.jpg,640,640
hazelnut,train,hazelnut\train\good\067.jpg,640,640
hazelnut,train,hazelnut\train\good\068.jpg,640,640
hazelnut,train,hazelnut\train\good\069.jpg,640,640
hazelnut,train,hazelnut\train\good\070.jpg,640,640
hazelnut,train,hazelnut\train\good\071.jpg,640,640
hazelnut,train,hazelnut\train\good\072.jpg,640,640
hazelnut,train,hazelnut\train\good\073.jpg,640,640
hazelnut,train,hazelnut\train\good\074.jpg,640,640
hazelnut,train,hazelnut\train\good\075.jpg,640,640
hazelnut,train,hazelnut\train\good\076.jpg,640,640
hazelnut,train,hazelnut\train\good\077.jpg,640,640
hazelnut,train,hazelnut\train\good\078.jpg,640,640
hazelnut,train,hazelnut\train\good\079.jpg,640,640
hazelnut,train,hazelnut\train\good\080.jpg,640,640
hazelnut,train,hazelnut\train\good\081.jpg,640,640
hazelnut,train,hazelnut\train\good\082.jpg,640,640
hazelnut,train,hazelnut\train\good\083.jpg,640,640
hazelnut,train,hazelnut\train\good\084.jpg,640,640
hazelnut,train,hazelnut\train\good\085.jpg,640,640
hazelnut,train,hazelnut\train\good\086.jpg,640,640
hazelnut,train,hazelnut\train\good\087.jpg,640,640
hazelnut,train,hazelnut\train\good\088.jpg,640,640
hazelnut,train,hazelnut\train\good\089.jpg,640,640
hazelnut,train,hazelnut\train\good\090.jpg,640,640
hazelnut,train,hazelnut\train\good\091.jpg,640,640
hazelnut,train,hazelnut\train\good\092.jpg,640,640
hazelnut,train,hazelnut\train\good\093.jpg,640,640
hazelnut,train,hazelnut\train\good\094.jpg,640,640
hazelnut,train,hazelnut\train\good\095.jpg,640,640
hazelnut,train,hazelnut\train\good\096.jpg,640,640
hazelnut,train,hazelnut\train\good\097.jpg,640,640
hazelnut,train,hazelnut\train\good\098.jpg,640,640
hazelnut,train,hazelnut\train\good\099.jpg,640,640
hazelnut,train,hazelnut\train\good\100.jpg,640,640
hazelnut,train,hazelnut\train\good\101.jpg,640,640
hazelnut,train,hazelnut\train\good\102.jpg,640,640
hazelnut,train,hazelnut\train\good\103.jpg,640,640
hazelnut,train,hazelnut\train\good\104.jpg,640,640
hazelnut,train,hazelnut\train\good\105.jpg,640,640
hazelnut,train,hazelnut\train\good\106.jpg,640,640
hazelnut,train,hazelnut\train\good\107.jpg,640,640
hazelnut,train,hazelnut\train\good\108.jpg,640,640
hazelnut,train,hazelnut\train\good\109.jpg,640,640
hazelnut,train,hazelnut\train\good\110.jpg,640,640
hazelnut,train,hazelnut\train\good\111.jpg,640,640
hazelnut,train,hazelnut\train\good\112.jpg,640,640
hazelnut,train,hazelnut\train\good\113.jpg,640,640
hazelnut,train,hazelnut\train\good\114.jpg,640,640
hazelnut,train,hazelnut\train\good\115.jpg,640,640
hazelnut,train,hazelnut\train\good\116.jpg,640,640
hazelnut,train,hazelnut\train\good\117.jpg,640,640
hazelnut,train,hazelnut\train\good\118.jpg,640,640
hazelnut,train,hazelnut\train\good\119.jpg,640,640
hazelnut,train,hazelnut\train\good\120.jpg,640,640
hazelnut,train,hazelnut\train\good\121.jpg,640,640
hazelnut,train,hazelnut\train\good\122.jpg,640,640
hazelnut,train,hazelnut\train\good\123.jpg,640,640
hazelnut,train,hazelnut\train\good\124.jpg,640,640
hazelnut,train,hazelnut\train\good\125.jpg,640,640
hazelnut,train,hazelnut\train\good\126.jpg,640,640
hazelnut,train,hazelnut\train\good\127.jpg,640,640
hazelnut,train,hazelnut\train\good\128.jpg,640,640
hazelnut,train,hazelnut\train\good\129.jpg,640,640
hazelnut,train,hazelnut\train\good\130.jpg,640,640
hazelnut,train,hazelnut\train\good\131.jpg,640,640
hazelnut,train,hazelnut\train\good\132.jpg,640,640
hazelnut,train,hazelnut\train\good\133.jpg,640,640
hazelnut,train,hazelnut\train\good\134.jpg,640,640
hazelnut,train,hazelnut\train\good\135.jpg,640,640
hazelnut,train,hazelnut\train\good\136.jpg,640,640
